name,href,tokenized_text
Transparent,/title/tt3502262/,l family serious boundary issue past future unravel dramatic admission cause everyone secret spill tv tv tv tv tv tv tv tv tv tv comedy drama comedy drama comedy drama comedy drama comedy drama comedy drama comedy drama comedy drama comedy drama comedy drama la family serious boundary issue past future unravel dramatic admission cause everyone secret spill one family apologies family drama los angeles california lgbt trans woman family drama los angeles california lgbt trans woman family drama los angeles california lgbt trans woman family drama los angeles california lgbt trans woman family drama los angeles california lgbt trans woman family drama los angeles california lgbt trans woman family drama los angeles california lgbt trans woman family drama los angeles california lgbt trans woman family drama los angeles california lgbt trans woman family drama los angeles california lgbt trans woman
Good Luck Charlie,/title/tt1415889/,duncan family adjust surprise birth fourth child charlie parent amy bob return work put late addition care three old siblings tv g tv g tv g tv g tv g tv g tv g tv g tv g tv g comedy drama family comedy drama family comedy drama family comedy drama family comedy drama family comedy drama family comedy drama family comedy drama family comedy drama family comedy drama family teens pj teddy tween brother gabe typical kid mother another baby arrival new sister completely upend entire household mother head back work charlie birth kid dad keep home fire burn keep charlie trouble learn sit crawl walk run teddy old sister make personalized video diary charlie episode add nugget wisdom baby sibling denver colorado family sitcom denver colorado family sitcom denver colorado family sitcom denver colorado family sitcom denver colorado family sitcom denver colorado family sitcom denver colorado family sitcom denver colorado family sitcom denver colorado family sitcom denver colorado family sitcom
Bewitched,/title/tt0057733/,witch marry ordinary man cannot resist use magic power solve problem family faces tv g tv g tv g tv g tv g tv g tv g tv g tv g tv g comedy family fantasy comedy family fantasy comedy family fantasy comedy family fantasy comedy family fantasy comedy family fantasy comedy family fantasy comedy family fantasy comedy family fantasy comedy family fantasy samantha stephens seemingly normal suburban housewife also happen genuine witch requisite magical powers husband darrin insist samantha keep witchcraft wraps situation invariably require indulge power keep bothersome mother endora bay witch magic time travel housewife surrealism telekinesis family relationships slapstick comedy romance witchcraft sitcom witch magic time travel housewife surrealism telekinesis family relationships slapstick comedy romance witchcraft sitcom witch magic time travel housewife surrealism telekinesis family relationships slapstick comedy romance witchcraft sitcom witch magic time travel housewife surrealism telekinesis family relationships slapstick comedy romance witchcraft sitcom witch magic time travel housewife surrealism telekinesis family relationships slapstick comedy romance witchcraft sitcom witch magic time travel housewife surrealism telekinesis family relationships slapstick comedy romance witchcraft sitcom witch magic time travel housewife surrealism telekinesis family relationships slapstick comedy romance witchcraft sitcom witch magic time travel housewife surrealism telekinesis family relationships slapstick comedy romance witchcraft sitcom witch magic time travel housewife surrealism telekinesis family relationships slapstick comedy romance witchcraft sitcom witch magic time travel housewife surrealism telekinesis family relationships slapstick comedy romance witchcraft sitcom
The Bold Type,/title/tt6116060/,glimpse outrageous life love responsible global women magazine tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 comedy drama comedy drama comedy drama comedy drama comedy drama comedy drama comedy drama comedy drama comedy drama comedy drama glimpse outrageous life jane kat sutton work nation top women magazine scarlet navigate careers identity individual voices new york city female friendship workplace magazine twenty something new york city female friendship workplace magazine twenty something new york city female friendship workplace magazine twenty something new york city female friendship workplace magazine twenty something new york city female friendship workplace magazine twenty something new york city female friendship workplace magazine twenty something new york city female friendship workplace magazine twenty something new york city female friendship workplace magazine twenty something new york city female friendship workplace magazine twenty something new york city female friendship workplace magazine twenty something
Hung,/title/tt1229413/,former high school sport legend turn middle aged high school basketball coach find way benefit big asset tv tv tv tv tv tv tv tv tv tv comedy drama comedy drama comedy drama comedy drama comedy drama comedy drama comedy drama comedy drama comedy drama comedy drama desperate time call desperate measure ray drecker situation much tougher former high school sport legend turn middle aged high school basketball coach divorce struggle provide kid already run house catch fire looking take second job ray decide exploit best asset last ditch attempt change fortunes sex worker sex worker sex worker sex worker sex worker sex worker sex worker sex worker sex worker sex worker
Portlandia,/title/tt1780441/,sketch comedy series parody life portland oregon tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 comedy comedy comedy comedy comedy comedy comedy comedy comedy comedy satirical sketch comedy set film portland oregon explore eccentric misfit embody foible modern culture satire sketch comedy satire sketch comedy satire sketch comedy satire sketch comedy satire sketch comedy satire sketch comedy satire sketch comedy satire sketch comedy satire sketch comedy satire sketch comedy
Friends from College,/title/tt5565334/,twenty year graduation tight knit group college friend reconnects discovers love get easy age tv tv tv tv tv tv tv tv tv tv comedy drama comedy drama comedy drama comedy drama comedy drama comedy drama comedy drama comedy drama comedy drama comedy drama twenty year graduation tight knit group college friend reconnects discovers love get easy age friendship harvard university forty something group friends sitcom friendship harvard university forty something group friends sitcom friendship harvard university forty something group friends sitcom friendship harvard university forty something group friends sitcom friendship harvard university forty something group friends sitcom friendship harvard university forty something group friends sitcom friendship harvard university forty something group friends sitcom friendship harvard university forty something group friends sitcom friendship harvard university forty something group friends sitcom friendship harvard university forty something group friends sitcom
Royal Pains,/title/tt1319735/,unfairly discredit brilliant diagnostic surgeon wind work cheesy brother hamptons concierge doctor uber rich ultra elite tv pg tv pg tv pg tv pg tv pg tv pg tv pg tv pg tv pg tv pg comedy drama comedy drama comedy drama comedy drama comedy drama comedy drama comedy drama comedy drama comedy drama comedy drama young e r doctor wrongly blame patient death move hamptons become reluctant doctor hire rich famous attractive administrator local hospital ask treat town less fortunate find walk line well good others doctor still make house calls long island new york wealthy doctor rich medical drama hamptons long island new york wealthy doctor rich medical drama hamptons long island new york wealthy doctor rich medical drama hamptons long island new york wealthy doctor rich medical drama hamptons long island new york wealthy doctor rich medical drama hamptons long island new york wealthy doctor rich medical drama hamptons long island new york wealthy doctor rich medical drama hamptons long island new york wealthy doctor rich medical drama hamptons long island new york wealthy doctor rich medical drama hamptons long island new york wealthy doctor rich medical drama hamptons
Moonlighting,/title/tt0088571/,quirky case former model smart aleck detective manage private detective agency tv pg tv pg tv pg tv pg tv pg tv pg tv pg tv pg tv pg tv pg comedy drama mystery comedy drama mystery comedy drama mystery comedy drama mystery comedy drama mystery comedy drama mystery comedy drama mystery comedy drama mystery comedy drama mystery comedy drama mystery dupe go bankrupt model maddie convince david become partner detective agency together solve various cases get comfortable yuppie detective romance model private detective detective agency yuppie detective romance model private detective detective agency yuppie detective romance model private detective detective agency yuppie detective romance model private detective detective agency yuppie detective romance model private detective detective agency yuppie detective romance model private detective detective agency yuppie detective romance model private detective detective agency yuppie detective romance model private detective detective agency yuppie detective romance model private detective detective agency yuppie detective romance model private detective detective agency
Ghosts,/title/tt11379026/,young couple dream come true inherit beautiful country house find fall apart inhabit many deceased previous residents tv pg tv pg tv pg tv pg tv pg tv pg tv pg tv pg tv pg tv pg comedy fantasy comedy fantasy comedy fantasy comedy fantasy comedy fantasy comedy fantasy comedy fantasy comedy fantasy comedy fantasy comedy fantasy samantha jay throw caution wind convert recently inherit country estate bed breakfast call mislay plans place fall apart also inhabit spirit previous resident samantha see hear haunt house bed breakfast b b ghost sitcom haunt house bed breakfast b b ghost sitcom haunt house bed breakfast b b ghost sitcom haunt house bed breakfast b b ghost sitcom haunt house bed breakfast b b ghost sitcom haunt house bed breakfast b b ghost sitcom haunt house bed breakfast b b ghost sitcom haunt house bed breakfast b b ghost sitcom haunt house bed breakfast b b ghost sitcom haunt house bed breakfast b b ghost sitcom
Crazy Ex-Girlfriend,/title/tt4094300/,young woman abandon choice job law firm life new york attempt find happiness unlikely locale west covina california tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 comedy musical comedy musical comedy musical comedy musical comedy musical comedy musical comedy musical comedy musical comedy musical comedy musical rebecca bunch successful driven possibly crazy young woman impulsively give everything partnership prestigious law firm upscale apartment manhattan desperate attempt find love happiness exotic hotbed romance adventure suburban west covina california never let go california ex lover musical relationship search love california ex lover musical relationship search love california ex lover musical relationship search love california ex lover musical relationship search love california ex lover musical relationship search love california ex lover musical relationship search love california ex lover musical relationship search love california ex lover musical relationship search love california ex lover musical relationship search love california ex lover musical relationship search love
Everything Sucks!,/title/tt7078710/,1990s oregon member high school v club clash drama club tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 comedy drama comedy drama comedy drama comedy drama comedy drama comedy drama comedy drama comedy drama comedy drama comedy drama 1996 town call boring oregon high school misfit av drama club brave ups teenage emotion vhs era fast forward high school come road trip come age school play lgbt estrange father interracial friendship lose mother small town milieu 1990s come road trip come age school play lgbt estrange father interracial friendship lose mother small town milieu 1990s come road trip come age school play lgbt estrange father interracial friendship lose mother small town milieu 1990s come road trip come age school play lgbt estrange father interracial friendship lose mother small town milieu 1990s come road trip come age school play lgbt estrange father interracial friendship lose mother small town milieu 1990s come road trip come age school play lgbt estrange father interracial friendship lose mother small town milieu 1990s come road trip come age school play lgbt estrange father interracial friendship lose mother small town milieu 1990s come road trip come age school play lgbt estrange father interracial friendship lose mother small town milieu 1990s come road trip come age school play lgbt estrange father interracial friendship lose mother small town milieu 1990s come road trip come age school play lgbt estrange father interracial friendship lose mother small town milieu 1990s
Reno 911!,/title/tt0370194/,irreverent look go behind scene reno nevada sheriff department tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 comedy crime comedy crime comedy crime comedy crime comedy crime comedy crime comedy crime comedy crime comedy crime comedy crime partially unscripted comedy bring viewer squad car incompetent officer swing action answer 911 call everything speed violation prostitution stake drug den within episode viewer catch fly wall glimpse cops often politically incorrect opinions range personal feeling professional critique colleagues satire parody mockumentary politically incorrect improvisation police officer satire parody mockumentary politically incorrect improvisation police officer satire parody mockumentary politically incorrect improvisation police officer satire parody mockumentary politically incorrect improvisation police officer satire parody mockumentary politically incorrect improvisation police officer satire parody mockumentary politically incorrect improvisation police officer satire parody mockumentary politically incorrect improvisation police officer satire parody mockumentary politically incorrect improvisation police officer satire parody mockumentary politically incorrect improvisation police officer satire parody mockumentary politically incorrect improvisation police officer
Gavin & Stacey,/title/tt0908454/,gavin stacey continue romance line telephone last six months want together friend family let tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 comedy drama romance comedy drama romance comedy drama romance comedy drama romance comedy drama romance comedy drama romance comedy drama romance comedy drama romance comedy drama romance comedy drama romance gavin ordinary boy billericay essex stacey ordinary girl barry island south wales theyve speak phone every day work month theyve never actually meet dating relationship long distance relationship sitcom straight relationship dating relationship long distance relationship sitcom straight relationship dating relationship long distance relationship sitcom straight relationship dating relationship long distance relationship sitcom straight relationship dating relationship long distance relationship sitcom straight relationship dating relationship long distance relationship sitcom straight relationship dating relationship long distance relationship sitcom straight relationship dating relationship long distance relationship sitcom straight relationship dating relationship long distance relationship sitcom straight relationship dating relationship long distance relationship sitcom straight relationship
Lovesick,/title/tt4051832/,find std dylan must get back touch every girl ever sex let know bad news tv tv tv tv tv tv tv tv tv tv comedy comedy comedy comedy comedy comedy comedy comedy comedy comedy find sti dylan must get back touch every girl ever sex let know bad news friendship friend love sitcom sexually transmit disease young adult friendship friend love sitcom sexually transmit disease young adult friendship friend love sitcom sexually transmit disease young adult friendship friend love sitcom sexually transmit disease young adult friendship friend love sitcom sexually transmit disease young adult friendship friend love sitcom sexually transmit disease young adult friendship friend love sitcom sexually transmit disease young adult friendship friend love sitcom sexually transmit disease young adult friendship friend love sitcom sexually transmit disease young adult friendship friend love sitcom sexually transmit disease young adult
My So-Called Life,/title/tt0108872/,15 year old girl trial tribulation teenager deal friends guys parents school tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 comedy drama romance comedy drama romance comedy drama romance comedy drama romance comedy drama romance comedy drama romance comedy drama romance comedy drama romance comedy drama romance comedy drama romance life 15 year old high school student whose angst ridden journey adolescence friendship parents life teach mean grow high school friendship family relationships romance come age teenage girl school first love teen drama teen social issues high school friendship family relationships romance come age teenage girl school first love teen drama teen social issues high school friendship family relationships romance come age teenage girl school first love teen drama teen social issues high school friendship family relationships romance come age teenage girl school first love teen drama teen social issues high school friendship family relationships romance come age teenage girl school first love teen drama teen social issues high school friendship family relationships romance come age teenage girl school first love teen drama teen social issues high school friendship family relationships romance come age teenage girl school first love teen drama teen social issues high school friendship family relationships romance come age teenage girl school first love teen drama teen social issues high school friendship family relationships romance come age teenage girl school first love teen drama teen social issues high school friendship family relationships romance come age teenage girl school first love teen drama teen social issues
I'm Alan Partridge,/title/tt0129690/,failed television presenter present programme local desperately try revive broadcast career tv tv tv tv tv tv tv tv tv tv comedy comedy comedy comedy comedy comedy comedy comedy comedy comedy fortune former chat show host reduce lowly slot radio norwich alan partridge divorced living travel tavern desperate return television radio satire sitcom radio satire sitcom radio satire sitcom radio satire sitcom radio satire sitcom radio satire sitcom radio satire sitcom radio satire sitcom radio satire sitcom radio satire sitcom
How I Met Your Father,/title/tt14500082/,sophie close knit group friend midst figure want life fall love age date apps limitless options tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 comedy drama comedy drama comedy drama comedy drama comedy drama comedy drama comedy drama comedy drama comedy drama comedy drama near future sophie tell son story meet father story catapult us back year 2021 sophie close knit group friend midst figure want life fall love age date apps limitless options great friends meh decisions romance sitcom romance sitcom romance sitcom romance sitcom romance sitcom romance sitcom romance sitcom romance sitcom romance sitcom romance sitcom
Avenue 5,/title/tt10234362/,troubled crew avenue 5 space cruise ship fill spoiled rich snotty space tourists must try keep everyone calm ship get throw course space end needing three year return earth tv tv tv tv tv tv tv tv tv tv comedy sci fi comedy sci fi comedy sci fi comedy sci fi comedy sci fi comedy sci fi comedy sci fi comedy sci fi comedy sci fi comedy sci fi 40 year future space captain ryan clark crew luxury space cruise ship avenue 5 navigate disgruntle passenger unexpected event experience technical difficulty onboard cruise control captain starship space tourism captain starship space tourism captain starship space tourism captain starship space tourism captain starship space tourism captain starship space tourism captain starship space tourism captain starship space tourism captain starship space tourism captain starship space tourism
Isler Güçler,/title/tt2311418/,ahmet murat sadi actor dream shoot movie present documentary call meslek hikayeleri order make money tv pg tv pg tv pg tv pg tv pg tv pg tv pg tv pg tv pg tv pg comedy comedy comedy comedy comedy comedy comedy comedy comedy comedy ler gler turkish comedy series first air 28 june 2012 star tv tell story 3 actors motto modern muzip yalanlar ahmet kural murat cemcir sadi celil cengiz share lead roles although rumour go end summer board star tv make explanation would go issue 201213 publication season due interest fan shown
The Rehearsal,/title/tt10802170/,nathan fielder give people chance rehearse life world nothing ever work expected tv tv tv tv tv tv tv tv tv tv documentary comedy documentary comedy documentary comedy documentary comedy documentary comedy documentary comedy documentary comedy documentary comedy documentary comedy documentary comedy construction crew legion actors seemingly unlimited resources nathan fielder allow ordinary people prepare lifes big moment rehearse carefully craft simulation design single misstep could shatter entire world leave life chance leave life chance funny interview funny interview funny interview funny interview funny interview funny interview funny interview funny interview funny interview funny interview
Baby Daddy,/title/tt2177489/,20 something bachelor bartender become unlikely parent ex girlfriend leave baby girl doorstep tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 comedy drama family comedy drama family comedy drama family comedy drama family comedy drama family comedy drama family comedy drama family comedy drama family comedy drama family comedy drama family baby daddy follow ben young man early 20s live life bachelor new york city buddy tucker brother danny life turn upside come home one day find baby girl leave doorstep ex girlfriend ben much deliberation ben decide raise baby help friend protective sometimes bearing mother bonnie close female friend riley time dad new york city baby roommate single father friend love sitcom young adult live sibling new york city baby roommate single father friend love sitcom young adult live sibling new york city baby roommate single father friend love sitcom young adult live sibling new york city baby roommate single father friend love sitcom young adult live sibling new york city baby roommate single father friend love sitcom young adult live sibling new york city baby roommate single father friend love sitcom young adult live sibling new york city baby roommate single father friend love sitcom young adult live sibling new york city baby roommate single father friend love sitcom young adult live sibling new york city baby roommate single father friend love sitcom young adult live sibling new york city baby roommate single father friend love sitcom young adult live sibling
Bull,/title/tt5827228/,brilliant brash charming dr bull ultimate puppet master combine psychology human intuition high tech data learn make jurors attorneys witnesses accused tick tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 comedy crime drama comedy crime drama comedy crime drama comedy crime drama comedy crime drama comedy crime drama comedy crime drama comedy crime drama comedy crime drama comedy crime drama dr jason bull brilliant brash charm founder hugely successful trial consulting firm get investigation jury psychologist lawyer courtroom analysis investigation jury psychologist lawyer courtroom analysis investigation jury psychologist lawyer courtroom analysis investigation jury psychologist lawyer courtroom analysis investigation jury psychologist lawyer courtroom analysis investigation jury psychologist lawyer courtroom analysis investigation jury psychologist lawyer courtroom analysis investigation jury psychologist lawyer courtroom analysis investigation jury psychologist lawyer courtroom analysis investigation jury psychologist lawyer courtroom analysis
Just Shoot Me!,/title/tt0118364/,hot tempered journalist maya get fire yet unable find job anywhere else face eviction force go work blush father fashion magazine tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 comedy comedy comedy comedy comedy comedy comedy comedy comedy comedy shoot american television sitcom air seven season nbc march 4 1997 august 16 2003 148 episode produced show create steven levitan show executive producer magazine fashion fashion magazine sitcom workplace comedy magazine fashion fashion magazine sitcom workplace comedy magazine fashion fashion magazine sitcom workplace comedy magazine fashion fashion magazine sitcom workplace comedy magazine fashion fashion magazine sitcom workplace comedy magazine fashion fashion magazine sitcom workplace comedy magazine fashion fashion magazine sitcom workplace comedy magazine fashion fashion magazine sitcom workplace comedy magazine fashion fashion magazine sitcom workplace comedy magazine fashion fashion magazine sitcom workplace comedy
Catastrophe,/title/tt4374208/,american man rob get irish woman sharon pregnant hook week business trip london tv tv tv tv tv tv tv tv tv tv comedy comedy comedy comedy comedy comedy comedy comedy comedy comedy rob delaney sharon horgan write star comedy follow american man irish woman make bloody mess struggle fall love london london england pregnancy dating sitcom london england pregnancy dating sitcom london england pregnancy dating sitcom london england pregnancy dating sitcom london england pregnancy dating sitcom london england pregnancy dating sitcom london england pregnancy dating sitcom london england pregnancy dating sitcom london england pregnancy dating sitcom london england pregnancy dating sitcom
Dave,/title/tt8531222/,neurotic mid 20s suburbanite convince destine one great rapper time get prove everyone else tv tv tv tv tv tv tv tv tv tv comedy music comedy music comedy music comedy music comedy music comedy music comedy music comedy music comedy music comedy music suburban neurotic man late 20s convince destine one best rapper time must convince close friends help might actually convince world may soft always go hard rap music rapper rap music rapper rap music rapper rap music rapper rap music rapper rap music rapper rap music rapper rap music rapper rap music rapper rap music rapper
Dash & Lily,/title/tt1758589/,whirlwind holiday romance build cynical dash optimistic lily trade dares dream desire notebook pass back forth location across new york city tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 comedy drama romance comedy drama romance comedy drama romance comedy drama romance comedy drama romance comedy drama romance comedy drama romance comedy drama romance comedy drama romance comedy drama romance whirlwind holiday romance build cynical dash optimistic lily trade dares dreams desire notebook pass back forth location across new york city holiday season dare fall love new york city base novel book holiday opposites attract christmas base young adult novel new york city base novel book holiday opposites attract christmas base young adult novel new york city base novel book holiday opposites attract christmas base young adult novel new york city base novel book holiday opposites attract christmas base young adult novel new york city base novel book holiday opposites attract christmas base young adult novel new york city base novel book holiday opposites attract christmas base young adult novel new york city base novel book holiday opposites attract christmas base young adult novel new york city base novel book holiday opposites attract christmas base young adult novel new york city base novel book holiday opposites attract christmas base young adult novel new york city base novel book holiday opposites attract christmas base young adult novel
That's So Raven,/title/tt0300865/,teenage girl periodically receive brief psychic vision near future trying make vision come true result trouble hilarious situations girl friends tv g tv g tv g tv g tv g tv g tv g tv g tv g tv g comedy family fantasy comedy family fantasy comedy family fantasy comedy family fantasy comedy family fantasy comedy family fantasy comedy family fantasy comedy family fantasy comedy family fantasy comedy family fantasy ordinary teenager raven baxter see glimpse future watch scheme misadventure enlist help friends include best friend eddie chelsea change life little outcomes raven young brother cory obsess money create get rich quick scheme try earn cash see future quite see come next high school san francisco california family relationships psychic power family teen comedy extrasensory perception sitcom family color high school san francisco california family relationships psychic power family teen comedy extrasensory perception sitcom family color high school san francisco california family relationships psychic power family teen comedy extrasensory perception sitcom family color high school san francisco california family relationships psychic power family teen comedy extrasensory perception sitcom family color high school san francisco california family relationships psychic power family teen comedy extrasensory perception sitcom family color high school san francisco california family relationships psychic power family teen comedy extrasensory perception sitcom family color high school san francisco california family relationships psychic power family teen comedy extrasensory perception sitcom family color high school san francisco california family relationships psychic power family teen comedy extrasensory perception sitcom family color high school san francisco california family relationships psychic power family teen comedy extrasensory perception sitcom family color high school san francisco california family relationships psychic power family teen comedy extrasensory perception sitcom family color
The Addams Family,/title/tt0057729/,misadventure blissfully macabre extremely loving family tv g tv g tv g tv g tv g tv g tv g tv g tv g tv g comedy family horror comedy family horror comedy family horror comedy family horror comedy family horror comedy family horror comedy family horror comedy family horror comedy family horror comedy family horror satirical inversion ideal perfect american nuclear family eccentric wealthy family delight everything grotesque macabre never really aware people find bizarre frightening fact often terrify normal people parent child relationship vampire butler marriage haunt house dark comedy satire family relationships wealthy gothic macabre uncle nephew relationship dark fantasy sitcom eccentric family goth girls addams family parent child relationship vampire butler marriage haunt house dark comedy satire family relationships wealthy gothic macabre uncle nephew relationship dark fantasy sitcom eccentric family goth girls addams family parent child relationship vampire butler marriage haunt house dark comedy satire family relationships wealthy gothic macabre uncle nephew relationship dark fantasy sitcom eccentric family goth girls addams family parent child relationship vampire butler marriage haunt house dark comedy satire family relationships wealthy gothic macabre uncle nephew relationship dark fantasy sitcom eccentric family goth girls addams family parent child relationship vampire butler marriage haunt house dark comedy satire family relationships wealthy gothic macabre uncle nephew relationship dark fantasy sitcom eccentric family goth girls addams family parent child relationship vampire butler marriage haunt house dark comedy satire family relationships wealthy gothic macabre uncle nephew relationship dark fantasy sitcom eccentric family goth girls addams family parent child relationship vampire butler marriage haunt house dark comedy satire family relationships wealthy gothic macabre uncle nephew relationship dark fantasy sitcom eccentric family goth girls addams family parent child relationship vampire butler marriage haunt house dark comedy satire family relationships wealthy gothic macabre uncle nephew relationship dark fantasy sitcom eccentric family goth girls addams family parent child relationship vampire butler marriage haunt house dark comedy satire family relationships wealthy gothic macabre uncle nephew relationship dark fantasy sitcom eccentric family goth girls addams family parent child relationship vampire butler marriage haunt house dark comedy satire family relationships wealthy gothic macabre uncle nephew relationship dark fantasy sitcom eccentric family goth girls addams family
Absolutely Fabulous,/title/tt0105929/,wild misadventure edina eddy monsoon best friend patsy stone live nearly constant haze drugged drunken selfishness tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 comedy comedy comedy comedy comedy comedy comedy comedy comedy comedy set world fashion pr immature fun loving mother edina monsoon best friend patsy drive eddie sensible daughter saffron wall constant drug abuse outrageous selfishness numerous joke heavy dos cruel humour make series cult hit uk abroad london england self destruction career woman satire drugs fashion lgbt middle age sitcom london england self destruction career woman satire drugs fashion lgbt middle age sitcom london england self destruction career woman satire drugs fashion lgbt middle age sitcom london england self destruction career woman satire drugs fashion lgbt middle age sitcom london england self destruction career woman satire drugs fashion lgbt middle age sitcom london england self destruction career woman satire drugs fashion lgbt middle age sitcom london england self destruction career woman satire drugs fashion lgbt middle age sitcom london england self destruction career woman satire drugs fashion lgbt middle age sitcom london england self destruction career woman satire drugs fashion lgbt middle age sitcom london england self destruction career woman satire drugs fashion lgbt middle age sitcom
The Secret Life of the American Teenager,/title/tt1179817/,15 year old amy end pregnant one night band camp throw whole life upside help go school guy tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 comedy drama family comedy drama family comedy drama family comedy drama family comedy drama family comedy drama family comedy drama family comedy drama family comedy drama family comedy drama family amy friend grant high learn define navigate perilous water contemporary adolescence love triangles secrets drama accusations gossip confusion scandalous rumors never dull moment expect unexpected high school pregnancy teenage pregnancy teen drama high school pregnancy teenage pregnancy teen drama high school pregnancy teenage pregnancy teen drama high school pregnancy teenage pregnancy teen drama high school pregnancy teenage pregnancy teen drama high school pregnancy teenage pregnancy teen drama high school pregnancy teenage pregnancy teen drama high school pregnancy teenage pregnancy teen drama high school pregnancy teenage pregnancy teen drama high school pregnancy teenage pregnancy teen drama
Drop Dead Diva,/title/tt1280822/,vapid aspire model kill car crash get bring back life intelligent overweight lawyer hop find meaning inner beauty tv pg tv pg tv pg tv pg tv pg tv pg tv pg tv pg tv pg tv pg comedy drama comedy drama comedy drama comedy drama comedy drama comedy drama comedy drama comedy drama comedy drama comedy drama shallow model suddenly die accident find soul resurfacing body brilliant plus sized attorney sometimes life throw curves afterlife overweight second life lawyer law firm life death life lessons afterlife overweight second life lawyer law firm life death life lessons afterlife overweight second life lawyer law firm life death life lessons afterlife overweight second life lawyer law firm life death life lessons afterlife overweight second life lawyer law firm life death life lessons afterlife overweight second life lawyer law firm life death life lessons afterlife overweight second life lawyer law firm life death life lessons afterlife overweight second life lawyer law firm life death life lessons afterlife overweight second life lawyer law firm life death life lessons afterlife overweight second life lawyer law firm life death life lessons
Dead Set,/title/tt1285482/,fictional series big brother zombie outbreak occurs house mates unaware impending doom outside big brother house tv tv tv tv tv tv tv tv tv tv comedy drama horror comedy drama horror comedy drama horror comedy drama horror comedy drama horror comedy drama horror comedy drama horror comedy drama horror comedy drama horror comedy drama horror zombies rampage throughout britain blissfully unaware gory event outside big brother housemate ultimate eviction night dark comedy gore satire social commentary miniseries zombie producer survival horror zombie apocalypse fictional reality tv dark comedy gore satire social commentary miniseries zombie producer survival horror zombie apocalypse fictional reality tv dark comedy gore satire social commentary miniseries zombie producer survival horror zombie apocalypse fictional reality tv dark comedy gore satire social commentary miniseries zombie producer survival horror zombie apocalypse fictional reality tv dark comedy gore satire social commentary miniseries zombie producer survival horror zombie apocalypse fictional reality tv dark comedy gore satire social commentary miniseries zombie producer survival horror zombie apocalypse fictional reality tv dark comedy gore satire social commentary miniseries zombie producer survival horror zombie apocalypse fictional reality tv dark comedy gore satire social commentary miniseries zombie producer survival horror zombie apocalypse fictional reality tv dark comedy gore satire social commentary miniseries zombie producer survival horror zombie apocalypse fictional reality tv dark comedy gore satire social commentary miniseries zombie producer survival horror zombie apocalypse fictional reality tv
Kim's Convenience,/title/tt5912064/,misadventure korean canadian family run convenience store tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 comedy comedy comedy comedy comedy comedy comedy comedy comedy comedy funny heartfelt story kims korean canadian family run convenience store downtown toronto mr mrs kim appa umma immigrate toronto 80s set shop near regent park two kids jung janet young adults however jung 16 appa major fall involve physical fight steal money jung leave home father son estrange since family comedy store toronto canada base play musical east asian lead sitcom family color toronto canada base play musical east asian lead sitcom family color toronto canada base play musical east asian lead sitcom family color toronto canada base play musical east asian lead sitcom family color toronto canada base play musical east asian lead sitcom family color toronto canada base play musical east asian lead sitcom family color toronto canada base play musical east asian lead sitcom family color toronto canada base play musical east asian lead sitcom family color toronto canada base play musical east asian lead sitcom family color toronto canada base play musical east asian lead sitcom family color
Go On,/title/tt2300923/,irreverent sportscaster pressure bos join support group move forward death wife find connection extremely varied members tv pg tv pg tv pg tv pg tv pg tv pg tv pg tv pg tv pg tv pg comedy comedy comedy comedy comedy comedy comedy comedy comedy comedy ryan king recent widower sport talk radio host ready get back work loss wife ryan alpha male boss stephen different plan store ryan make attend grief counsel return air reluctant ryan find support group life change meet oddball cast characters backstories fill vary degree loss support group grief death radio host sitcom death wife support group grief death radio host sitcom death wife support group grief death radio host sitcom death wife support group grief death radio host sitcom death wife support group grief death radio host sitcom death wife support group grief death radio host sitcom death wife support group grief death radio host sitcom death wife support group grief death radio host sitcom death wife support group grief death radio host sitcom death wife support group grief death radio host sitcom death wife
